L, w_bar, strength, sigma_sq, anyons, N, p_failure 
40, 0.5, 1, 13, 15, 32, gauss, 0.21415
40, 9.5, 1, 5, 15, 32, gauss, 0.3208
40, 6.0, 1, 1, 15, 32, gauss, 0.21575
40, 6.0, 1, 20, 15, 32, gauss, 0.19735
40, 0.5, 1, 3, 15, 32, gauss, 0.2122
40, 3.0, 1, 1, 15, 32, gauss, 0.20765
40, 2.5, 1, 20, 15, 32, gauss, 0.1921
40, 6.0, 1, 15, 15, 32, gauss, 0.19475
40, 9.5, 1, 6, 15, 32, gauss, 0.3332
40, 9.0, 1, 16, 15, 32, gauss, 0.31875
40, 7.5, 1, 2, 15, 32, gauss, 0.22335
40, 3.5, 1, 15, 15, 32, gauss, 0.18195
40, 4.5, 1, 15, 15, 32, gauss, 0.18645
40, 1.0, 1, 15, 15, 32, gauss, 0.20215
40, 6.5, 1, 7, 15, 32, gauss, 0.2079
40, 1.5, 1, 19, 15, 32, gauss, 0.1931
40, 6.0, 1, 6, 15, 32, gauss, 0.2095
